District_Name,Crop_Year,Season,Crop,Area,Production,pH_min,pH_max,pH_Req,pH_min_Range,pH_max_Range,min_temp,max_temp,min_rainfall,max_rainfall
9,2010,2,1,46000,156500,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2010,2,4,20600,20200,7.5,8.3,6.6,6.2,7.2,25,25,78,100
9,2010,2,5,5000,6700,7.5,8.3,6.2,5.5,7,16,27,100,200
9,2010,2,6,5300,442600,7.5,8.3,6.5,5,8.5,25,35,100,170
9,2010,3,3,9700,16100,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2010,3,1,2200,7200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2010,3,7,30300,65300,7.5,8.3,5.8,5.5,6.5,14,25,47,103
9,2011,2,2,112500,123200,7.5,8.3,6.3,6,7,20,28,40,75
9,2011,2,8,156200,270100,7.5,8.3,6,5.8,8,20,28,55,120
9,2011,2,9,14600,11700,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2011,2,3,22000,34500,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2011,2,1,52700,128400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2011,2,4,18100,7400,7.5,8.3,6.6,6.2,7.2,25,25,78,100
9,2011,2,5,7900,5300,7.5,8.3,6.2,5.5,7,16,27,100,200
9,2011,3,3,10500,12900,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2011,3,1,2400,7600,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2011,3,7,34300,78600,7.5,8.3,5.8,5.5,6.5,14,25,47,103
9,2011,4,9,5200,7200,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2011,4,1,2100,2400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2011,5,6,5200,359600,7.5,8.3,6.5,5,8.5,25,35,100,170
9,2012,2,2,130800,116100,7.5,8.3,6.3,6,7,20,28,40,75
9,2012,2,8,160500,260200,7.5,8.3,6,5.8,8,20,28,55,120
9,2012,2,9,15100,10700,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2012,2,3,20400,31900,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2012,2,1,61800,159700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2012,2,4,17000,8600,7.5,8.3,6.6,6.2,7.2,25,25,78,100
9,2012,2,5,7700,7400,7.5,8.3,6.2,5.5,7,16,27,100,200
9,2012,3,3,16000,18100,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2012,3,1,2500,7700,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2012,3,7,37500,82400,7.5,8.3,5.8,5.5,6.5,14,25,47,103
9,2012,4,9,5100,7500,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2012,4,1,800,900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2012,5,6,5300,434100,7.5,8.3,6.5,5,8.5,25,35,100,170
9,2013,2,2,99900,132900,7.5,8.3,6.3,6,7,20,28,40,75
9,2013,2,8,173200,432700,7.5,8.3,6,5.8,8,20,28,55,120
9,2013,2,9,14800,14100,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2013,2,3,19700,35100,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2013,2,1,82100,265100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2013,2,4,17000,7700,7.5,8.3,6.6,6.2,7.2,25,25,78,100
9,2013,2,5,7700,9700,7.5,8.3,6.2,5.5,7,16,27,100,200
9,2013,2,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
9,2013,3,3,19200,26700,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2013,3,1,2900,5900,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2013,3,7,47200,77500,7.5,8.3,5.8,5.5,6.5,14,25,47,103
9,2013,4,9,5100,9600,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2013,4,1,900,1000,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2013,5,6,6500,536900,7.5,8.3,6.5,5,8.5,25,35,100,170
9,2014,2,2,116800,97500,7.5,8.3,6.3,6,7,20,28,40,75
9,2014,2,8,209900,258200,7.5,8.3,6,5.8,8,20,28,55,120
9,2014,2,9,15100,9100,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2014,2,3,19800,23500,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2014,2,1,89600,178200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2014,2,4,18400,6500,7.5,8.3,6.6,6.2,7.2,25,25,78,100
9,2014,2,5,100,0,7.5,8.3,6.2,5.5,7,16,27,100,200
9,2014,3,3,11000,14800,7.5,8.3,6.4,6,7.5,24,32,37,90
9,2014,3,1,10400,37400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2014,3,7,36000,65700,7.5,8.3,5.8,5.5,6.5,14,25,47,103
9,2014,4,9,5200,8500,7.5,8.3,6.4,5.5,7,21,30,40,125
9,2014,4,1,600,600,7.5,8.3,6.4,5.8,6.8,18,27,45,100
9,2014,5,6,7000,438400,7.5,8.3,6.5,5,8.5,25,35,100,170
10,1997,2,3,100,100,6.5,7,6.4,6,7.5,24,32,37,90
10,1997,2,1,1800,1600,6.5,7,6.4,5.8,6.8,18,27,45,100
10,1997,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,1997,2,5,135300,148300,6.5,7,6.2,5.5,7,16,27,100,200
10,1997,3,3,18200,5900,6.5,7,6.4,6,7.5,24,32,37,90
10,1997,3,1,800,700,6.5,7,6.4,5.8,6.8,18,27,45,100
10,1997,3,7,1400,1000,6.5,7,5.8,5.5,6.5,14,25,47,103
10,1997,4,5,25,29,6.5,7,6.2,5.5,7,16,27,100,200
10,1998,2,3,100,100,6.5,7,6.4,6,7.5,24,32,37,90
10,1998,2,1,3000,5700,6.5,7,6.4,5.8,6.8,18,27,45,100
10,1998,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,1998,2,5,138300,154100,6.5,7,6.2,5.5,7,16,27,100,200
10,1998,3,3,15200,4200,6.5,7,6.4,6,7.5,24,32,37,90
10,1998,3,10,500,200,6.5,7,6.8,6,7.5,20,35,40,70
10,1998,3,7,1300,1200,6.5,7,5.8,5.5,6.5,14,25,47,103
10,1998,4,9,100,100,6.5,7,6.4,5.5,7,21,30,40,125
10,1998,4,5,4800,7100,6.5,7,6.2,5.5,7,16,27,100,200
10,1999,2,1,3000,3900,6.5,7,6.4,5.8,6.8,18,27,45,100
10,1999,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,1999,2,5,139400,190100,6.5,7,6.2,5.5,7,16,27,100,200
10,1999,3,3,13100,5000,6.5,7,6.4,6,7.5,24,32,37,90
10,1999,3,10,200,100,6.5,7,6.8,6,7.5,20,35,40,70
10,1999,3,7,1000,600,6.5,7,5.8,5.5,6.5,14,25,47,103
10,1999,4,5,5400,10200,6.5,7,6.2,5.5,7,16,27,100,200
10,2000,2,1,2700,3600,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2000,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2000,2,5,138400,107300,6.5,7,6.2,5.5,7,16,27,100,200
10,2000,3,3,9900,3300,6.5,7,6.4,6,7.5,24,32,37,90
10,2000,3,1,200,200,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2000,3,10,100,100,6.5,7,6.8,6,7.5,20,35,40,70
10,2000,3,7,1000,600,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2000,4,5,2400,2800,6.5,7,6.2,5.5,7,16,27,100,200
10,2001,2,1,2000,5200,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2001,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2001,2,5,142100,163800,6.5,7,6.2,5.5,7,16,27,100,200
10,2001,3,3,8800,3900,6.5,7,6.4,6,7.5,24,32,37,90
10,2001,3,1,200,400,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2001,3,10,100,100,6.5,7,6.8,6,7.5,20,35,40,70
10,2001,3,7,1000,800,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2001,4,5,3000,4900,6.5,7,6.2,5.5,7,16,27,100,200
10,2002,2,8,400,400,6.5,7,6,5.8,8,20,28,55,120
10,2002,2,1,2100,4300,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2002,2,4,200,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2002,2,5,142600,74900,6.5,7,6.2,5.5,7,16,27,100,200
10,2002,3,3,7200,2400,6.5,7,6.4,6,7.5,24,32,37,90
10,2002,3,1,200,200,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2002,3,7,1000,800,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2002,4,5,1500,2800,6.5,7,6.2,5.5,7,16,27,100,200
10,2003,2,8,100,100,6.5,7,6,5.8,8,20,28,55,120
10,2003,2,1,2400,5100,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2003,2,4,200,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2003,2,5,144300,175700,6.5,7,6.2,5.5,7,16,27,100,200
10,2003,3,3,7700,3700,6.5,7,6.4,6,7.5,24,32,37,90
10,2003,3,1,300,600,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2003,3,7,900,600,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2003,4,9,100,100,6.5,7,6.4,5.5,7,21,30,40,125
10,2003,4,5,1800,3400,6.5,7,6.2,5.5,7,16,27,100,200
10,2004,2,1,2300,2800,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2004,2,4,200,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2004,2,5,145200,125200,6.5,7,6.2,5.5,7,16,27,100,200
10,2004,3,3,5500,1600,6.5,7,6.4,6,7.5,24,32,37,90
10,2004,3,1,200,300,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2004,3,7,600,300,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2004,4,5,700,1000,6.5,7,6.2,5.5,7,16,27,100,200
10,2004,5,8,100,100,6.5,7,6,5.8,8,20,28,55,120
10,2005,2,8,100,100,6.5,7,6,5.8,8,20,28,55,120
10,2005,2,4,200,20,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2005,2,5,147200,222100,6.5,7,6.2,5.5,7,16,27,100,200
10,2005,3,7,1000,800,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2005,4,5,3500,5800,6.5,7,6.2,5.5,7,16,27,100,200
10,2006,2,8,200,300,6.5,7,6,5.8,8,20,28,55,120
10,2006,2,1,2200,3600,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2006,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2006,2,5,140000,206100,6.5,7,6.2,5.5,7,16,27,100,200
10,2006,3,3,7100,4000,6.5,7,6.4,6,7.5,24,32,37,90
10,2006,3,1,400,1000,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2006,3,7,1200,1200,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2006,4,5,3000,5200,6.5,7,6.2,5.5,7,16,27,100,200
10,2007,2,8,5,9,6.5,7,6,5.8,8,20,28,55,120
10,2007,2,1,23,71,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2007,2,4,2,1,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2007,2,5,1491,2231,6.5,7,6.2,5.5,7,16,27,100,200
10,2007,3,3,68,46,6.5,7,6.4,6,7.5,24,32,37,90
10,2007,3,1,4,11,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2008,2,8,600,800,6.5,7,6,5.8,8,20,28,55,120
10,2008,2,1,2200,3300,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2008,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2008,2,5,151400,126000,6.5,7,6.2,5.5,7,16,27,100,200
10,2008,3,3,3800,1900,6.5,7,6.4,6,7.5,24,32,37,90
10,2008,3,1,2,4,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2008,3,7,900,800,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2009,2,8,2600,3500,6.5,7,6,5.8,8,20,28,55,120
10,2009,2,1,2200,4900,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2009,2,4,100,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2009,2,5,149100,112500,6.5,7,6.2,5.5,7,16,27,100,200
10,2009,3,3,3600,2700,6.5,7,6.4,6,7.5,24,32,37,90
10,2009,3,1,300,100,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2009,3,7,1100,900,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2010,2,8,2800,4300,6.5,7,6,5.8,8,20,28,55,120
10,2010,2,1,1900,4600,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2010,2,4,400,200,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2010,2,5,156800,233200,6.5,7,6.2,5.5,7,16,27,100,200
10,2010,3,3,3500,2600,6.5,7,6.4,6,7.5,24,32,37,90
10,2010,3,1,1200,2500,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2010,3,7,1100,1000,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2011,2,8,4200,7000,6.5,7,6,5.8,8,20,28,55,120
10,2011,2,1,2200,1500,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2011,2,4,300,100,6.5,7,6.6,6.2,7.2,25,25,78,100
10,2011,2,5,152200,182300,6.5,7,6.2,5.5,7,16,27,100,200
10,2011,3,3,1400,900,6.5,7,6.4,6,7.5,24,32,37,90
10,2011,3,1,1200,3100,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2011,3,7,700,800,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2011,4,5,2900,4800,6.5,7,6.2,5.5,7,16,27,100,200
10,2012,2,8,5100,9900,6.5,7,6,5.8,8,20,28,55,120
10,2012,2,1,1900,4300,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2012,2,5,151400,228800,6.5,7,6.2,5.5,7,16,27,100,200
10,2012,3,3,1300,1500,6.5,7,6.4,6,7.5,24,32,37,90
10,2012,3,1,900,700,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2012,3,7,500,600,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2012,4,9,10,20,6.5,7,6.4,5.5,7,21,30,40,125
10,2012,4,1,500,500,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2012,4,5,2900,6200,6.5,7,6.2,5.5,7,16,27,100,200
10,2013,2,8,5300,8100,6.5,7,6,5.8,8,20,28,55,120
10,2013,2,1,1700,4900,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2013,2,5,153000,225600,6.5,7,6.2,5.5,7,16,27,100,200
10,2013,3,3,1100,1100,6.5,7,6.4,6,7.5,24,32,37,90
10,2013,3,1,1000,2500,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2013,3,7,500,700,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2013,4,5,3000,6400,6.5,7,6.2,5.5,7,16,27,100,200
10,2014,2,8,4200,7600,6.5,7,6,5.8,8,20,28,55,120
10,2014,2,1,1500,2700,6.5,7,6.4,5.8,6.8,18,27,45,100
10,2014,2,5,152800,201600,6.5,7,6.2,5.5,7,16,27,100,200
10,2014,3,3,400,300,6.5,7,6.4,6,7.5,24,32,37,90
10,2014,3,7,1200,1200,6.5,7,5.8,5.5,6.5,14,25,47,103
10,2014,4,5,2900,4500,6.5,7,6.2,5.5,7,16,27,100,200
10,2014,5,6,100,9900,6.5,7,6.5,5,8.5,25,35,100,170
11,1999,2,2,400,200,7,7.5,6.3,6,7,20,28,40,75
11,1999,2,3,81900,118100,7,7.5,6.4,6,7.5,24,32,37,90
11,1999,2,1,200,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,1999,2,4,200,80,7,7.5,6.6,6.2,7.2,25,25,78,100
11,1999,2,5,15000,9000,7,7.5,6.2,5.5,7,16,27,100,200
11,1999,3,3,18300,7400,7,7.5,6.4,6,7.5,24,32,37,90
11,1999,3,1,300,500,7,7.5,6.4,5.8,6.8,18,27,45,100
11,1999,3,7,45100,58400,7,7.5,5.8,5.5,6.5,14,25,47,103
11,1999,4,9,100,100,7,7.5,6.4,5.5,7,21,30,40,125
11,2000,2,1,200,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2000,2,4,200,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2000,2,5,181800,156100,7,7.5,6.2,5.5,7,16,27,100,200
11,2000,3,7,3700,2400,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2000,4,5,1600,3600,7,7.5,6.2,5.5,7,16,27,100,200
11,2000,5,6,700,47300,7,7.5,6.5,5,8.5,25,35,100,170
11,2001,2,1,200,500,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2001,2,4,200,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2001,2,5,177800,231400,7,7.5,6.2,5.5,7,16,27,100,200
11,2001,3,7,4400,3100,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2001,4,9,100,100,7,7.5,6.4,5.5,7,21,30,40,125
11,2001,4,5,3400,6500,7,7.5,6.2,5.5,7,16,27,100,200
11,2001,5,6,500,24200,7,7.5,6.5,5,8.5,25,35,100,170
11,2002,2,3,100,100,7,7.5,6.4,6,7.5,24,32,37,90
11,2002,2,1,100,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2002,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2002,2,5,168400,164200,7,7.5,6.2,5.5,7,16,27,100,200
11,2002,3,7,3800,2400,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2002,4,1,100,100,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2002,4,5,4200,9700,7,7.5,6.2,5.5,7,16,27,100,200
11,2002,5,6,500,23000,7,7.5,6.5,5,8.5,25,35,100,170
11,2003,2,1,200,400,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2003,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2003,2,5,170000,255000,7,7.5,6.2,5.5,7,16,27,100,200
11,2003,3,7,3700,2900,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2003,4,5,6600,11900,7,7.5,6.2,5.5,7,16,27,100,200
11,2003,5,6,500,28800,7,7.5,6.5,5,8.5,25,35,100,170
11,2004,2,1,200,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2004,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2004,2,5,162500,97600,7,7.5,6.2,5.5,7,16,27,100,200
11,2004,3,7,2300,1600,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2004,4,5,1300,2800,7,7.5,6.2,5.5,7,16,27,100,200
11,2004,5,6,400,26900,7,7.5,6.5,5,8.5,25,35,100,170
11,2005,2,4,100,20,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2005,2,5,177800,271200,7,7.5,6.2,5.5,7,16,27,100,200
11,2005,2,6,200,5400,7,7.5,6.5,5,8.5,25,35,100,170
11,2005,3,7,3600,2400,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2005,4,5,10700,16000,7,7.5,6.2,5.5,7,16,27,100,200
11,2006,2,1,100,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2006,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2006,2,5,187000,209200,7,7.5,6.2,5.5,7,16,27,100,200
11,2006,3,7,3200,1900,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2006,4,5,10700,21400,7,7.5,6.2,5.5,7,16,27,100,200
11,2007,2,1,1,3,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2007,2,4,1,1,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2007,2,5,1925,3190,7,7.5,6.2,5.5,7,16,27,100,200
11,2007,5,6,4,269,7,7.5,6.5,5,8.5,25,35,100,170
11,2008,2,1,100,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2008,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2008,2,5,185100,130900,7,7.5,6.2,5.5,7,16,27,100,200
11,2008,2,6,400,17800,7,7.5,6.5,5,8.5,25,35,100,170
11,2008,3,7,2100,1500,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2008,5,6,400,17800,7,7.5,6.5,5,8.5,25,35,100,170
11,2009,2,1,100,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2009,2,5,181900,197500,7,7.5,6.2,5.5,7,16,27,100,200
11,2009,2,6,300,23800,7,7.5,6.5,5,8.5,25,35,100,170
11,2009,3,7,2400,1700,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2010,2,1,100,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2010,2,5,178200,306000,7,7.5,6.2,5.5,7,16,27,100,200
11,2010,2,6,400,21600,7,7.5,6.5,5,8.5,25,35,100,170
11,2010,3,1,100,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2010,3,7,2700,2000,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2011,2,1,200,100,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2011,2,4,100,40,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2011,2,5,172800,294800,7,7.5,6.2,5.5,7,16,27,100,200
11,2011,3,7,2100,1600,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2011,4,5,7700,18200,7,7.5,6.2,5.5,7,16,27,100,200
11,2011,5,6,400,25400,7,7.5,6.5,5,8.5,25,35,100,170
11,2012,2,1,100,100,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2012,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2012,2,5,177500,334600,7,7.5,6.2,5.5,7,16,27,100,200
11,2012,3,7,1900,1800,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2012,4,1,100,100,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2012,4,5,8900,21300,7,7.5,6.2,5.5,7,16,27,100,200
11,2012,5,6,200,16600,7,7.5,6.5,5,8.5,25,35,100,170
11,2013,2,1,100,300,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2013,2,4,100,100,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2013,2,5,188100,292500,7,7.5,6.2,5.5,7,16,27,100,200
11,2013,3,7,1700,1100,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2013,4,5,13400,32820,7,7.5,6.2,5.5,7,16,27,100,200
11,2013,5,6,300,21500,7,7.5,6.5,5,8.5,25,35,100,170
11,2014,2,4,600,200,7,7.5,6.6,6.2,7.2,25,25,78,100
11,2014,2,5,174700,340600,7,7.5,6.2,5.5,7,16,27,100,200
11,2014,3,1,400,100,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2014,3,7,2400,1500,7,7.5,5.8,5.5,6.5,14,25,47,103
11,2014,4,1,200,200,7,7.5,6.4,5.8,6.8,18,27,45,100
11,2014,4,5,12900,36100,7,7.5,6.2,5.5,7,16,27,100,200
11,2014,5,6,1500,97000,7,7.5,6.5,5,8.5,25,35,100,170
12,1999,2,8,113500,97100,7.5,8.3,6,5.8,8,20,28,55,120
12,1999,2,9,100,100,7.5,8.3,6.4,5.5,7,21,30,40,125
12,1999,2,10,1100,600,7.5,8.3,6.8,6,7.5,20,35,40,70
12,1999,3,10,8700,4900,7.5,8.3,6.8,6,7.5,20,35,40,70
12,1999,4,9,5000,6600,7.5,8.3,6.4,5.5,7,21,30,40,125
12,1999,4,10,300,200,7.5,8.3,6.8,6,7.5,20,35,40,70
12,1999,5,6,20800,1614000,7.5,8.3,6.5,5,8.5,25,35,100,170
12,2000,2,2,400,200,7.5,8.3,6.3,6,7,20,28,40,75
12,2000,2,8,104300,52500,7.5,8.3,6,5.8,8,20,28,55,120
12,2000,2,3,84100,108000,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2000,2,1,200,200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2000,2,4,24500,6600,7.5,8.3,6.6,6.2,7.2,25,25,78,100
12,2000,2,5,14700,8900,7.5,8.3,6.2,5.5,7,16,27,100,200
12,2000,2,10,1200,600,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2000,3,3,19200,11800,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2000,3,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2000,3,10,8600,4300,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2000,3,7,34800,54600,7.5,8.3,5.8,5.5,6.5,14,25,47,103
12,2000,4,9,3900,3400,7.5,8.3,6.4,5.5,7,21,30,40,125
12,2000,4,10,1300,700,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2000,5,6,15800,1059200,7.5,8.3,6.5,5,8.5,25,35,100,170
12,2001,2,2,400,200,7.5,8.3,6.3,6,7,20,28,40,75
12,2001,2,8,93500,97400,7.5,8.3,6,5.8,8,20,28,55,120
12,2001,2,3,77100,96400,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2001,2,1,200,400,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2001,2,4,25100,12000,7.5,8.3,6.6,6.2,7.2,25,25,78,100
12,2001,2,5,14500,9700,7.5,8.3,6.2,5.5,7,16,27,100,200
12,2001,2,10,1700,1000,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2001,3,3,21200,11400,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2001,3,1,100,200,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2001,3,10,9500,5500,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2001,3,7,40800,64800,7.5,8.3,5.8,5.5,6.5,14,25,47,103
12,2001,4,9,4200,5700,7.5,8.3,6.4,5.5,7,21,30,40,125
12,2001,4,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2001,4,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2001,5,6,16400,1274500,7.5,8.3,6.5,5,8.5,25,35,100,170
12,2002,2,2,600,500,7.5,8.3,6.3,6,7,20,28,40,75
12,2002,2,8,83200,86800,7.5,8.3,6,5.8,8,20,28,55,120
12,2002,2,9,200,100,7.5,8.3,6.4,5.5,7,21,30,40,125
12,2002,2,3,72600,112200,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2002,2,1,600,1000,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2002,2,4,29800,17200,7.5,8.3,6.6,6.2,7.2,25,25,78,100
12,2002,2,5,15900,9300,7.5,8.3,6.2,5.5,7,16,27,100,200
12,2002,2,10,1700,1200,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2002,3,3,21900,15100,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2002,3,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2002,3,10,11400,6700,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2002,3,7,43500,67300,7.5,8.3,5.8,5.5,6.5,14,25,47,103
12,2002,4,9,5100,6600,7.5,8.3,6.4,5.5,7,21,30,40,125
12,2002,4,1,100,100,7.5,8.3,6.4,5.8,6.8,18,27,45,100
12,2002,4,10,100,100,7.5,8.3,6.8,6,7.5,20,35,40,70
12,2002,5,6,16300,1230000,7.5,8.3,6.5,5,8.5,25,35,100,170
12,2003,2,2,1100,700,7.5,8.3,6.3,6,7,20,28,40,75
12,2003,2,8,72500,111900,7.5,8.3,6,5.8,8,20,28,55,120
12,2003,2,9,400,100,7.5,8.3,6.4,5.5,7,21,30,40,125
12,2003,2,3,71000,107900,7.5,8.3,6.4,6,7.5,24,32,37,90
12,2003,2,1,800,300,7.5,8.3,6.4,5.8,6.8,18,27,45,100
